name,style,substyle,overall_rating
Dieu du Ciel! Chemin de Croix,Stout and Porter,Porter,98.243969590382
Anchor Porter,Stout and Porter,Porter,98.13607433490986
Cigar City Puppy's Breath Robust Porter,Stout and Porter,Porter,97.86517417772781
Three Floyds Snow Weasel,Stout and Porter,Porter,98.29782487855074
The Kernel Export India Porter,Stout and Porter,Porter,97.70176494361816
Cigar City Soggy Loaf Pumpernickel Rye Porter,Stout and Porter,Porter,98.02792072433486
Mikkeller Porter BA Bourbon,Stout and Porter,Porter,97.75631132098235
Dunham LaPatt Porter Robuste (Whisky Canadien),Stout and Porter,Porter,98.19005334893765
Fuller's London Porter (Cask),Stout and Porter,Porter,97.75631132098235
Anspach & Hobday The Porter,Stout and Porter,Porter,97.37276454538886
Cellarmaker Wagoner,Stout and Porter,Porter,97.59243331882173
Barley John's Old 8 Porter,Stout and Porter,Porter,97.42781188506802
Bi-Du Confine,Stout and Porter,Porter,97.31762748085725
Brew By Numbers 03/03 Porter - Traditional,Stout and Porter,Porter,97.26239892036133
Pressure Drop Fashion Porter,Stout and Porter,Porter,97.096146606569
Renaissance Elemental Porter,Stout and Porter,Porter,96.98482194625215
Brew By Numbers 03/05 Porter - Willamette & Centennial,Stout and Porter,Porter,97.26239892036133
Tree House Catharsis,Stout and Porter,Porter,96.87308911258671
The Kernel Export India Porter Bramling Cross,Stout and Porter,Porter,97.48277127454877
Sante Adairius Chavez,Stout and Porter,Porter,96.70469406495718
Russian River Porter,Stout and Porter,Porter,96.87308911258671
Drakes Black Robusto Porter,Stout and Porter,Porter,96.76093416716394
Foothills People's Porter (Bourbon Barrel),Stout and Porter,Porter,96.8170652724175
Moor B-Moor,Stout and Porter,Porter,96.70469406495718
Hogshead Gilpin Black Gold,Stout and Porter,Porter,96.70469406495718
Mikkeller Bedow Autumn Porter,Stout and Porter,Porter,97.04053442438494
Foglie d'Erba Hot Night at The Village Breakfast Edition,Stout and Porter,Porter,96.70469406495718
Hoppin' Frog Rum Barrel Aged Silk Porter,Stout and Porter,Porter,96.42179828924125
Dunham LaPatt Porter Robuste,Stout and Porter,Porter,96.53530252288353
Stoneface Porter,Stout and Porter,Porter,96.59187996379197
Verdant Alternative Currency,Stout and Porter,Porter,96.0206867534079
Harviestoun Old Engine Oil (Bottle),Stout and Porter,Porter,96.0206867534079
Närke Kaggen Stormaktsporter,Stout and Porter,Stout - Imperial,100.00000002692344
Cigar City Hunahpu's Imperial Stout - Apple Brandy Barrel Aged,Stout and Porter,Stout - Imperial,100.00000002692344
Bell's Black Note Stout,Stout and Porter,Stout - Imperial,100.00000002692344
Goose Island Bourbon County Stout,Stout and Porter,Stout - Imperial,100.00000002692344
Bell's Expedition Stout,Stout and Porter,Stout - Imperial,100.00000002692344
Närke Stormaktsporter,Stout and Porter,Stout - Imperial,100.00000002692344
Bell's Bourbon Barrel-Aged Expedition Stout,Stout and Porter,Stout - Imperial,99.94712360661077
Närke Konjaks! Stormaktsporter,Stout and Porter,Stout - Imperial,99.94712360661077
Evil Twin Double Barrel Jesus,Stout and Porter,Stout - Imperial,99.94712360661077
Firestone Walker Parabola,Stout and Porter,Stout - Imperial,99.94712360661077
Närke Kaggen Stormaktsporter Pure Swedish Oak,Stout and Porter,Stout - Imperial,99.94712360661077
Surly Darkness,Stout and Porter,Stout - Imperial,99.94712360661077
Stone Imperial Russian Stout - Bourbon Barrel,Stout and Porter,Stout - Imperial,99.94712360661077
Uiltje Sequence Series 007 - 2019 Speyside Blend,Stout and Porter,Stout - Imperial,99.94712360661077
Mikkeller George! Barrel Aged (Bourbon Edition),Stout and Porter,Stout - Imperial,99.94712360661077
Stone Imperial Russian Stout,Stout and Porter,Stout - Imperial,99.94712360661077
Hill Farmstead Damon,Stout and Porter,Stout - Imperial,99.94712360661077
Dark Horse Bourbon Barrel Plead the 5th Imperial Stout,Stout and Porter,Stout - Imperial,99.94712360661077
Artezan Samiec Alfa (Barrel Aged),Stout and Porter,Stout - Imperial,99.94712360661077
Prairie Apple Brandy Barrel Noir,Stout and Porter,Stout - Imperial,99.94712360661077
Great Divide Yeti Imperial Stout - Oak Aged,Stout and Porter,Stout - Imperial,99.94712360661077
Oskar Blues Ten FIDY - Bourbon Barrel Aged,Stout and Porter,Stout - Imperial,99.94712360661077
Hill Farmstead Damon - Port and Bourbon Barrel Aged,Stout and Porter,Stout - Imperial,99.89424532593878
Cycle RareR DOS,Stout and Porter,Stout - Imperial,99.94712360661077
Surly Barrel Aged Darkness (2016-),Stout and Porter,Stout - Imperial,99.89424532593878
Cigar City Marshal Zhukov's Imperial Stout - Bourbon Barrel,Stout and Porter,Stout - Imperial,99.89424532593878
Struise Black Albert,Stout and Porter,Stout - Imperial,99.89424532593878
Struise Cuvée Delphine,Stout and Porter,Stout - Imperial,99.89424532593878
North Coast Old Rasputin (Bourbon Barrel),Stout and Porter,Stout - Imperial,99.89424532593878
Mikkeller George! Barrel Aged (Cognac Edition),Stout and Porter,Stout - Imperial,99.89424532593878
Cigar City Marshal Zhukov's Imperial Stout - Double Barrel-aged 2017,Stout and Porter,Stout - Imperial,99.89424532593878
Hoppin' Frog Rocky Mountain DORIS,Stout and Porter,Stout - Imperial,99.89424532593878
Hoppin' Frog Barrel Aged BORIS The Crusher,Stout and Porter,Stout - Imperial,99.89424532593878
Side Project O.W.K.,Stout and Porter,Stout - Imperial,99.89424532593878
Cycle DBR,Stout and Porter,Stout - Imperial,99.89424532593878
Taps Remy's Pappy,Stout and Porter,Stout - Imperial,99.89424532593878
De Moersleutel 87199924992800 (Barcode Black & Yellow),Stout and Porter,Stout - Imperial,99.89424532593878
Avery Uncle Jacob's Stout,Stout and Porter,Stout - Imperial,99.89424532593878
Cigar City Marshal Zhukov's Imperial Stout,Stout and Porter,Stout - Imperial,99.89424532593878
Hoppin' Frog Barrel Aged TORIS The Tyrant,Stout and Porter,Stout - Imperial,99.89424532593878
De Molen Hel & Verdoemenis Misto BA,Stout and Porter,Stout - Imperial,99.89424532593878
Struise Black Damnation V - Double Black,Stout and Porter,Stout - Imperial,99.89424532593878
Hoppin' Frog Barrel Aged DORIS The Destroyer,Stout and Porter,Stout - Imperial,99.89424532593878
Boatrocker Ramjet Whisky Barrel Aged Imperial Stout,Stout and Porter,Stout - Imperial,99.89424532593878
Founders Bourbon Barrel-Aged Imperial Stout,Stout and Porter,Stout - Imperial,99.89424532593878
Free State Owd Macs Imperial Stout,Stout and Porter,Stout - Imperial,99.89424532593878
Oskar Blues Ten FIDY,Stout and Porter,Stout - Imperial,99.89424532593878
Founders Imperial Stout,Stout and Porter,Stout - Imperial,99.84136332462272
Warpigs Smoldering Holes BA Eagle Rare,Stout and Porter,Stout - Imperial,99.84136332462272
North Coast Old Rasputin Russian Imperial Stout,Stout and Porter,Stout - Imperial,99.84136332462272
Toppling Goliath Kentucky Brunch,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Toppling Goliath Mornin' Delight,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Cycle / 3 Sons Rare Scooop,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Three Floyds Dark Lord - Bourbon Barrel Aged,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Three Floyds Dark Lord - Bourbon Vanilla Bean,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
AleSmith Speedway Stout - Bourbon Barrel Aged,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
AleSmith Speedway Stout - Bourbon Barrel Aged Vietnamese Coffee,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Founders Barrel Aged CBS (Canadian Breakfast Stout),Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Perennial Barrel Aged Abraxas,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
AleSmith Speedway Stout,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Cigar City Hunahpu's Imperial Stout,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Founders KBS (Kentucky Breakfast Stout),Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Three Floyds Dark Lord Russian Imperial Stout,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Modern Times Monster Tones,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Cigar City Hunahpu's Imperial Stout - Bourbon Barrel Aged,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Toppling Goliath Assassin,Stout and Porter,Stout - Imperial Flavored / Pastry,100.00000002692344
Mikkeller Beer Geek Vanilla Shake (Bourbon Edition),Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Goose Island Bourbon County Stout - Coffee,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Mikkeller Beer Geek Brunch Weasel,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Prairie / Evil Twin Bible Belt - Barrel Aged,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Bottle Logic Fundamental Observation,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
J. Wakefield / Abnormal Bake Kujira (750ml) 2017,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Lervig / Hoppin' Frog Bourbon Barrel Aged Sippin' Into Darkness,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Angry Chair Rocky Road - Bourbon Barrel Aged,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Deschutes The Abyss,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Närke Kaggen Stormaktsporter Börb'nåhallon,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
AleSmith Speedway Stout - Rye Barrel Aged: Vietnamese,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Goose Island Bourbon County Stout - Vanilla Bourbon Barrel,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
AleSmith Speedway Stout - Vietnamese Coffee,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Dieu du Ciel! Péché Mortel (Bourbon),Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Hangar 24 Barrel Roll: Pugachev Royale,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Cigar City Hunahpu's Imperial Stout - Rum Barrel Aged,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
3 Sons BA Scoop,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
3 Sons JBM 35,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Omnipollo Noa Pecan Mud Cake - Bourbon,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Westbrook Mexican Cake Imperial Stout - Reserva,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Epic Big Bad Baptista,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
AleSmith Speedway Stout - Brewer's Blend: Vietnamese Coffee,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Side Project Derivation Blend #8,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Cycle Brinner,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Harpagan Buzdygan Turborozkoszy Jack Daniel's Barrel Aged,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Shared Barrel Aged Coconut Vibes,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Anchorage Blessed,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
WeldWerks Coconut Medianoche,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Bottle Logic Number Crunch,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
AleSmith Speedway Stout - Hawaiian,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
3 Sons Hug Hug Kiss Kiss,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Mikkeller Beer Geek Brunch Weasel BA Slyrs,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Cycle Nooner #8,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
Prairie Bomb!,Stout and Porter,Stout - Imperial Flavored / Pastry,99.94712360661077
